,title,headline
1612,How to Introduce a New Puppy to the Resident Cat,"##STEP##Set up a space to confine your cat or dog.,##STEP##Alternate which animal is confined.,##STEP##Exchange scents.,##STEP##Keep the animals confined while no one is home.,##STEP##Choose a good location for the first meeting.,##STEP##Make an introduction with the puppy on a leash.,##STEP##Keep up with controlled, short meetings.,##STEP##Continue with leashed interactions until the puppy is calm.,##STEP##Reward good behavior consistently.,##STEP##Distract the puppy if she becomes fixated on the cat.,##STEP##Be on the lookout for aggressive behaviors.,##STEP##Do not allow unsupervised interactions for at least a month.,##STEP##Check with a vet to make sure both pets are healthy.,##STEP##Make sure your cat has places to hide.,##STEP##Consider professional help."
1613,How to Introduce a Cat That Used to Belong to Someone Else to Your Home,"##STEP##Find a room for your new cat to stay in.,##STEP##Keep this area safe.,##STEP##Keep the door shut.,##STEP##Allow the cat to take its time to acclimatize to the new home.,##STEP##Add something the cat already knows.,##STEP##Feed the cat what it likes.,##STEP##Take it slowly.,##STEP##Pat your cat as much as possible.,##STEP##Consider sleeping in the same room as your new cat.,##STEP##Wait until the cat is used to the room it is in and seems settled into a reasonably normal eating and sleeping routine.,##STEP##Allow the cat to wander as it wants.,##STEP##Be careful about introducing the new cat to other pets in the household."
1614,How to Socialise Timid Kittens,"##STEP##Select a safe space for your kitten.,##STEP##Make the safe space comfortable for your kitten.,##STEP##Play soothing sounds for your kitten.,##STEP##Spend quiet time with your kitten in the small space.,##STEP##Continue your normal activities.,##STEP##Purchase a pair of gardening gloves.,##STEP##Place your gloved hand on the floor, palm down.,##STEP##Stroke your kitten.,##STEP##Watch your kitten’s body language as you stroke her.,##STEP##Touch your kitten with a peacock feather.,##STEP##Pick up your kitten.,##STEP##Choose a scrumptious treat.,##STEP##Place some food near your kitten.,##STEP##Stay with your kitten as she eats.,##STEP##Praise your kitten while she eats.,##STEP##Select interactive toys for your kitten.,##STEP##Let your kitten acclimate to the toys.,##STEP##Praise your kitten when she plays with you."
1615,How to Resolve Conflicts Between Cats,"##STEP##Make sure your cats have space.,##STEP##Take steps to reduce competition for resources.,##STEP##Create a relaxing environment.,##STEP##Provide alternative paths through your home.,##STEP##Keep resources separate.,##STEP##Introduce your cats with scent handshakes.,##STEP##Don’t punish your cats for fighting.,##STEP##Avoid forcing cats to engage each other.,##STEP##Reward cats for coming together.,##STEP##Supervise interactions until conflict is resolved.,##STEP##Play with each of your cats separately.,##STEP##Provide proper health care.,##STEP##Never abuse a cat or allow one to be abused.,##STEP##Learn when you need to separate or rehome your cats."
1616,How to Introduce a New Cat to Other Cats2,"##STEP##Allow the cats to look at one another.,##STEP##Have the cats meet.,##STEP##Break up conflicts promptly.,##STEP##Separate the cats when they're alone at first."
1617,How to Introduce a New Cat to Other Cats3,"##STEP##Choose the right cat.,##STEP##Take steps to reduce tension.,##STEP##Give your old cats special attention.,##STEP##Restart the introduction process if necessary."
1618,How to Introduce a Cat to a New Home,"##STEP##Use a carrier in good working order.,##STEP##Put the carrier out a few days before the move.,##STEP##Make the carrier smell like home.,##STEP##Consider using medication to calm the cat for the move.,##STEP##Consider closing the cat into a room during the move.,##STEP##Try a test run.,##STEP##Don't feed the cat before putting them in the carrier.,##STEP##Keep each day of a drive to eight hours or less.,##STEP##Give the cat the chance to use the litter box before leaving.,##STEP##Put the cat in the carrier and don't take the cat out once you've arrived.,##STEP##Keep the car cool and quiet.,##STEP##Cat-proof the house.,##STEP##Let your cat into one small room.,##STEP##Show the cat the litter box location.,##STEP##Put familiar items out.,##STEP##Let cats explore at their own pace.,##STEP##Try to keep your cat's daily routine as stable as possible."
1619,How to Introduce Dogs to Cats1,"##STEP##Consider your current pets.,##STEP##Prepare a room or safe area for your new pet.,##STEP##Put up baby gates."
1620,How to Introduce an Older Cat to a New Dog1,"##STEP##Start by keeping the animals apart.,##STEP##Swap scents.,##STEP##Feed the two animals on separate sides of a door.,##STEP##Start training your dog.,##STEP##Introduce them face to face.,##STEP##Allow your cat to come and go.,##STEP##Reward your dog's good, calm behavior.,##STEP##Watch for warning signs that this is not a safe match."
1621,How to Help Cats Become Friends,"##STEP##Choose the best companion.,##STEP##Consider the new cat’s background.,##STEP##Give the relationship time to grow.,##STEP##Introduce the new cat from a distance.,##STEP##Allow the new cat to explore the house.,##STEP##Allow each cat to see each other without physical contact.,##STEP##Let the cats meet face-to-face.,##STEP##Watch for signs of stress.,##STEP##Keep them separate.,##STEP##Reestablish limited proximity.,##STEP##Make the full acquaintance once again.,##STEP##Provide isolation.,##STEP##Reintroduce the cats to each other.,##STEP##Be patient with relinquishing supervision."
1622,How to Encourage Multiple Cats to Get Along with Each Other,"##STEP##Allow the cats to smell each other before meeting.,##STEP##Let the cats observe each other before they physically meet.,##STEP##Pay attention to the body language of both cats.,##STEP##Play with the cats together.,##STEP##Provide separate litter trays, feeding stations, and beds for each cat.,##STEP##Create vertical spaces for each cat.,##STEP##Make a cardboard playground for the cats.,##STEP##Feed the cats in separate rooms or on opposite sides of the room.,##STEP##Stop the fighting by clapping your hands or spraying a water bottle.,##STEP##Use a calming pheromone spray.,##STEP##Groom and interact with each cat equally.,##STEP##Talk to your vet if your cats continue to fight."
1623,How to Introduce Dogs to Cats2,"##STEP##Use dog appeasing pheromone to help calm your dog.,##STEP##Introduce your dog and cat to each other.,##STEP##Stop your dog from chasing your cat.,##STEP##Teach your dog basic commands like “sit” and “leave it.” Training a dog to behave around a cat is crucial to keeping the peace within a household, so your dog would benefit from knowing some basic commands.,##STEP##Reinforce good behavior with praise and treats."
1624,How to Introduce Dogs to Cats3,"##STEP##Get a couple of dry washcloths or rags to perform the scent handshake.,##STEP##Rub one of the cloths on your dog and one on your cat.,##STEP##Swap the cloths and allow your pets to get used to their scents."
1625,How to Introduce an Older Cat to a New Dog2,"##STEP##Keep both animals confined when you're not there.,##STEP##Understand differences in social order.,##STEP##Continue to praise calm behavior.,##STEP##Don't expect your animals to be friends right away.,##STEP##Ask a behavioral consultant for help."
1626,How to Have a Pet Cat and Some Gerbils,"##STEP##Create a cat-free zone.,##STEP##Build a cat-proof gerbil enclosure.,##STEP##Supervise your pets when they are together.,##STEP##Confine one or both sets of pets if you must leave for an extended period.,##STEP##Make sure other family members know the rules about cat-gerbil interactions.##STEP####STEP##,##STEP##Distract your cat from the gerbils with other entertainment."
1627,How to Help a New Kitten Become Familiar with Your Home,"##STEP##Start your kitten off in a single room.,##STEP##Pick a space with hiding spots.,##STEP##Keep her in the room for a couple of days.,##STEP##Put out food and water.,##STEP##Include some fun.,##STEP##Hide some treats around the room.,##STEP##Keep humans out, except for visiting.,##STEP##Visit the kitten.,##STEP##Keep to a regular feeding schedule.,##STEP##Sit with your cat while she eats.,##STEP##Let the cat approach you.,##STEP##Encourage interaction.,##STEP##Include other family members.,##STEP##Don't force interaction.,##STEP##Use a toy to entice all your pets.,##STEP##Trade pet scents.,##STEP##Limit access.,##STEP##Let your pets trade rooms.,##STEP##Crack open the door.,##STEP##Put a litter box in its permanent location.,##STEP##Give her free reign of the house.,##STEP##Break up any fights or aggression."
1628,How to Bring a Second Cat Into the Family and Not Make Your Old Cat Upset1,"##STEP##Give your cats enough time.,##STEP##Be sure there is enough space for your cats.,##STEP##Have one litter box per cat, plus one spare.,##STEP##Make sure your cats each have their own separate water and food dish.,##STEP##Own one carrier/crate for each cat."
1629,How to Bring a Cat Home when You Have Dogs1,"##STEP##Choose a cat with a similar temperament to your dog.,##STEP##Confine the cat in a separate room.,##STEP##Feed your animals on opposite sides of the door.,##STEP##Trade the dog and cat's toys."
1630,How to Bring a Second Cat Into the Family and Not Make Your Old Cat Upset2,"##STEP##Keep cats separate at first.,##STEP##Introduce them by smell.,##STEP##Introduce them by sight.,##STEP##Switch their positions.,##STEP##Allow them to interact.,##STEP##Feed them around each other."
1631,How to Bring a Second Cat Into the Family and Not Make Your Old Cat Upset3,"##STEP##Know that there are many ways in which cat aggression manifests.,##STEP##Contain, limit, or restrict them if there is aggression.,##STEP##Get medication."
1632,How to Bring a Cat Home when You Have Dogs2,"##STEP##Restrain the pets.,##STEP##Let the cat wander.,##STEP##Watch their body language.,##STEP##Continue supervising interactions."
1633,How to Bring a Cat Home when You Have Dogs3,"##STEP##Reward the dog for good behavior.,##STEP##Use basic commands to stop inappropriate behavior.,##STEP##Confine the dog when no one is home.,##STEP##Keep the cat’s food and litter box out of the dog’s reach."
1634,How to Care for a Cat when You Have a Pet Rodent As Well,"##STEP##Know which rodents cats possibly may eat.,##STEP##If you got your cat before the rodent, make sure you buy a strong cage and medication for the rodent, just in case the cat gets it sick.##STEP####STEP##,##STEP##If you got the rodent before the cat, be ready to distract the cat with lots of cat toys and other things.,##STEP##Make sure your cat can't put its claws or paws through the wires of the rodent's cage.,##STEP##Get bedding that won't stick out of the cage easily.,##STEP##Make sure your rodent doesn't have rabies or other diseases.,##STEP##Move the rodent's cage every time your cat is not looking if it usually gets very close to the rodent.,##STEP##Let someone that is trusted or a family member watch your two pets while you are gone.,##STEP##Distract your cat with toys or teach it to do some tricks for a while.,##STEP##As soon as your cat wants to seem to eat your rodent, feed it if it has not been fed yet.,##STEP##Whenever your cat doesn't pay attention to the rodent, give it a treat."
1635,How to Use an Onion to Deodorize a Cat Litter Box,"##STEP##Buy an onion.,##STEP##Cut the onion in half.,##STEP##Place the two onion halves in the room with the litter box.,##STEP##Expect the onion fumes to dissipate.,##STEP##Remove the onions when the litter-box smell returns.,##STEP##Do not allow your cats near the onion halves.,##STEP##Hide the onion halves.,##STEP##Put a colander or other perforated object over the onion half.,##STEP##Closely watch your cat.,##STEP##Have enough litter boxes in your house.,##STEP##Locate the box strategically.,##STEP##Change the litter at least every other day."
1636,How to Train an Outdoor Cat to Use a Litter Box,"##STEP##Get an open litter box instead of a closed one.,##STEP##Make sure that the box is big enough.,##STEP##Experiment with litter types.,##STEP##Make sure you have enough litter boxes.,##STEP##Put the box in the right place.,##STEP##Know how to accommodate kittens.,##STEP##Make sure you clean the litter box at least every other day.,##STEP##Be sure to change the litter once a month.,##STEP##Show the box to your cat and let your cat smell it.,##STEP##Give your cat a reward when he or she uses the box.,##STEP##Know what to do if your cat doesn't use the box.,##STEP##Never punish your cat.,##STEP##Consider using a litter attractant.,##STEP##Be aware that this can take some time.,##STEP##Try moving the box to the place where the cat is eliminating.,##STEP##Consider taking the cat to a vet.,##STEP##Be sure that your cat isn't just marking his territory."
1637,How to Introduce a New Cat to the Family,"##STEP##Make preparations before bringing the cat home.,##STEP##Consider a Feliway diffuser.,##STEP##Prepare a cat room.,##STEP##Get the right litter.,##STEP##Don't let the cat out to roam.,##STEP##Give the cat lots of love.,##STEP##Judge how confident your new cat is.,##STEP##Avoid introductions during stressful times.,##STEP##Help children understand the new cat.,##STEP##Get your cat acclimated to your family.,##STEP##Relocate her food and litter box.,##STEP##Separate the cats.,##STEP##Introduce the cats to each other's smells.,##STEP##Let the cats meet.,##STEP##Feed your cats near each other.,##STEP##Let the cats spend more time together.,##STEP##Take it one pet at a time.,##STEP##Know when it's not working.,##STEP##Refresh your dog's training.,##STEP##Separate the cat and dog for at least a week.,##STEP##Introduce your cat to your dog.,##STEP##Distract the dog.,##STEP##Let the cat approach the dog on her own terms.,##STEP##Let them spend more time with each other off leash."
1638,How to Tame a Feral Kitten,"##STEP##Put the kitten(s) in a carrier or small room away from other animals.,##STEP##Make sure the kitten has food, water, cat litter, and blankets.,##STEP##Don't touch the new kitten for at least 24 hours.,##STEP##Don't try to touch the kitten if it is hissing or spitting at you.,##STEP##Sit in the area the kitten is in or by the cage.,##STEP##Start playing with the kitten using string or lasers.,##STEP##Start feeding the kitten a little bit of wet food with you in the room or by the cage.,##STEP##Start petting the kitten while it's playing or eating.,##STEP##Move the kitten into your bedroom.,##STEP##Keep petting the kitten while playing and feeding.,##STEP##By this time your kitten should be okay with you petting it.,##STEP##After the kitten gets used to being picked up, bring in other family members or friends to pet and play with the kitten.,##STEP##If the kitten is okay with all of that, she or he is ready to be brought to the vet for shots and a check up.,##STEP##If the kitten is healthy you may introduce to other pets or adopt out.##STEP####STEP##,##STEP##Give it food."
1639,How to Show Affection to a Cat1,"##STEP##Be available for your cat.,##STEP##Let yourself be claimed.,##STEP##Appreciate being chosen.,##STEP##Watch for signs of trust.,##STEP##Make the first move as needed.,##STEP##Recognize signs of affection.,##STEP##Play with your cat."
1640,How to Dog‐Sit when You Have a Cat,"##STEP##Arrange a meeting in a neutral space.,##STEP##Bring the dog to your cat.,##STEP##Give the animals time to acclimate.,##STEP##Watch the animals’ body language.,##STEP##Make a room off-limits to the dog.,##STEP##Keep your cat’s routine consistent.,##STEP##Restrain or distract an aggressive dog.,##STEP##Address severe problems between the animals.,##STEP##Return your cat to a normal schedule after the dog leaves.,##STEP##Familiarize the dog with your house.,##STEP##Maintain the dog’s normal routines.,##STEP##Give the dog plenty of exercise.,##STEP##Groom the dog as often as necessary.,##STEP##Ask about special needs for the dog."
1641,How to Show Affection to a Cat2,"##STEP##Nourish your cat properly.,##STEP##Provide your cat with personal space.,##STEP##Take your cat to the veterinarian as recommended.,##STEP##Keep your cat well-groomed."
1642,How to Prevent Your Litter Box from Stinking up Your House,"##STEP##Clean the box daily.,##STEP##Use baking soda.,##STEP##Dispose of contents weekly.,##STEP##Get rid of the box yearly.,##STEP##Have one box per cat.,##STEP##Figure out what type of box to purchase.,##STEP##Consider natural litter.,##STEP##Find a room with good air flow.,##STEP##Keep it away from main areas.,##STEP##Make sure there’s enough light."
1643,How to Play With a Kitten1,"##STEP##Use a ping pong ball.,##STEP##Play with ribbon or string.,##STEP##Hide a stuffed toy under a blanket.,##STEP##Let your kitten play in a paper bag.,##STEP##Provide your kitten with plush toys.,##STEP##Use trial and error to figure out what your kitten likes."
1644,How to Play With a Kitten2,"##STEP##Correct bad behaviors gently.,##STEP##Praise positive behavior.,##STEP##Ignore your kitten when it misbehaves.,##STEP##Do not let your kitten play with your hands or fingers."
1645,How to Play With a Kitten3,"##STEP##Put fishing pole toys away when you're not using them.,##STEP##Do not leave bags in areas where they could get stepped on.,##STEP##Make sure toys aren't small enough to be swallowed.,##STEP##Avoid leaving toys with batteries out."
1646,How to Protect Furniture from Cats1,"##STEP##Use furniture covers.,##STEP##Spray a scent deterrent on the furniture.,##STEP##Lay double-sided tape on the furniture.,##STEP##Trim your cat's claws."
1647,How to Protect Furniture from Cats2,"##STEP##Offer your cat a scratching area.,##STEP##Encourage your cat to use the scratching area.,##STEP##Reward your cat for good behavior.,##STEP##Say ""no"" and be consistent with training.,##STEP##Startle your cat if you see undesirable behavior.,##STEP##Keep your cat active."
1648,How to Prevent Cats from Urinating on Carpet1,"##STEP##Take your cat to see a veterinarian.,##STEP##Clean accidents with an enzymatic cleaner.,##STEP##Place a litter box over the spot on the rug where your cat likes to urinate.,##STEP##Flip carpet runners and area rugs upside down.,##STEP##Apply double sided sticky tape to edges of rugs.,##STEP##Play with your cat around her box.,##STEP##Talk to your veterinarian again if things don’t improve."
1649,How to Train a Therapy Cat,"##STEP##Begin young.,##STEP##Work on socialization in your home.,##STEP##Bring strangers to socialize.,##STEP##Take your kitten out to socialize.,##STEP##Begin with clicker training.,##STEP##Help it come to its name.,##STEP##Work on ""sit."",##STEP##Move on to ""stay."",##STEP##Teach it to walk on a leash.,##STEP##Decide if your cat has the right temperament.,##STEP##Learn your cat's communication style.,##STEP##Complete the handler course.,##STEP##Make sure your cat is of age.,##STEP##Get a clean bill of health.,##STEP##Don't feed a raw diet to your cat."
1650,How to Make a Kitten Poop,"##STEP##Position the kitten for stimulation.,##STEP##Spread a warm wet wash-cloth over your dominant hand.,##STEP##Move your washcloth covered hand towards the kittens bottom.,##STEP##Check now and then to see if the kitten has pooped or peed.,##STEP##Adjust the washcloth on your hand so that a clean spot is over your thumb.,##STEP##Clean and dry off the kitten’s bottom when it has finished pooping.,##STEP##Return the kitten to its holding area.,##STEP##Clean up your materials.,##STEP##Wash your hands thoroughly after massaging a kitten’s anal area."
1651,How to Prevent Cats from Urinating on Carpet2,"##STEP##Consider how often you clean the litter box.,##STEP##Make sure that you have enough litter boxes in your house.,##STEP##Determine if your cat can access the litter box with ease.,##STEP##Find out if the litter you use is causing the problem.,##STEP##Determine if the litter box may be causing your cat discomfort."
1652,How to Prevent Cats from Urinating on Carpet3,"##STEP##Decide if stress is causing your cat to urinate on the carpet.,##STEP##Consider your cat’s current or past medical conditions.,##STEP##Figure out if urine marking is the cause of your cat’s litter box problems."
1653,How to Manage Litter Box Control Issues in a Multi Cat Household,"##STEP##Keep at least one more litter box than the number of cats in your home.,##STEP##Spread out your litter boxes.,##STEP##Be sure that litter boxes are accessible.,##STEP##Don’t put your litter boxes in heavy traffic areas.,##STEP##Put your litter box someplace with few distractions.,##STEP##Keep it cool.,##STEP##Stick to a litter.,##STEP##Don’t pile the litter more than two inches high.,##STEP##Ask your veterinarian to check for urinary tract problems.,##STEP##Manage stress.,##STEP##Have your cat fixed.,##STEP##Reduce access to prime targets for marking.,##STEP##Clean your litter boxes daily.,##STEP##Toss out litter weekly.,##STEP##Wash the litter box monthly.,##STEP##Buy a self-cleaning litter box."
1654,How to Use an Automated Litter Box,"##STEP##Check instructions for age requirements.,##STEP##Place litter box on a steady surface.,##STEP##Put the litter box together.,##STEP##Fill with the litter specified in the instructions.,##STEP##Fill the litter box to the level directed.,##STEP##Empty the litter as directed.,##STEP##Wipe down the litter box with a sponge.,##STEP##Place some waste in the litter box.,##STEP##Place the self-cleaning litter box near your other litter box.,##STEP##Place new litter in old litter box.,##STEP##Don’t clean the original litter box.,##STEP##Change the timer on the litter box."
1655,How to Make Cat Litter in Home,"##STEP##Shred some newspapers, preferably using a paper shredder, and collect them in a pan of some sort.,##STEP##Soak the paper in warm water mixed with a few squirt of gentle, biodegradable dish soap.,##STEP##Drain the water and repeat the soaking, this time without using soap.##STEP####STEP##,##STEP##Sprinkle baking soda on the wet paper.,##STEP##Squeeze the remaining water out until it’s as dry as you can get it.##STEP####STEP##,##STEP##Crumble over a screen and leave to dry, it will take a few days.##STEP####STEP##,##STEP##Now you have perfect litter for your cat!##STEP####STEP##"
1656,How to Make Your Cat Happy,"##STEP##Feed your cat well.,##STEP##Keep your cat healthy.,##STEP##Keep its environment clean.,##STEP##Pet your cat.,##STEP##Give your cat freedom.,##STEP##Provide entertainment.,##STEP##Adopt another cat.,##STEP##Organize your garden.,##STEP##Allow your cat to get out.,##STEP##Let your cat hunt."
1657,How to Litter Train a Kitten1,"##STEP##Select a large litter box.,##STEP##Consider an enclosed litter box.,##STEP##Buy kitty litter.,##STEP##Purchase a scooper and drop cloth."
1658,How to Litter Train a Kitten2,"##STEP##Place the box in a peaceful location.,##STEP##Place the kitten in the filled litter box.,##STEP##Use praise, not punishment.,##STEP##Provide enough litter boxes.,##STEP##Consider a confinement period."
1659,How to Litter Train a Kitten3,"##STEP##Clean the litter every day.,##STEP##Clean the entire litter box frequently.,##STEP##Clean accident areas thoroughly.,##STEP##Consider removing large potted plants from your home.,##STEP##Feed the kitten at regular times."
1660,How to Keep Your Cat from Urinating Where It Shouldn't,"##STEP##Consider how often you clean the litter box.,##STEP##Count the number of litter boxes in your house.,##STEP##Determine if your cat can access the litter box with ease.,##STEP##Find out if the litter you use is causing the problem.,##STEP##Determine if the litter box may be causing your cat discomfort.,##STEP##Decide if stress may be a factor in your cat’s litter box issues.,##STEP##Consider your cat’s current or past medical conditions.,##STEP##Figure out if urine marking is the cause of your cat’s litter box problems.,##STEP##Relocate your cat’s box slowly.,##STEP##Light up dark spaces that your cat has started to urinate.,##STEP##Flip carpet runners and rugs upside down.,##STEP##Apply double sided sticky tape to furniture.,##STEP##Clean accidents with an enzymatic cleaner.,##STEP##Trim long hair around hind quarters.,##STEP##Play with your cat around her box.,##STEP##Talk to your veterinarian if things don’t improve."
1661,How to Maintain Your Kitten's Litter Box,"##STEP##Try different kinds of litter.,##STEP##Scoop any clumps.,##STEP##Maintain the litter level.,##STEP##Replace the litter.,##STEP##Scrub the box.,##STEP##Consider using a liner.,##STEP##Purchase a covered litter-box.,##STEP##Consider litter mats.,##STEP##Keep the litter-box in a quiet place.,##STEP##Observe your cat.,##STEP##Adjust to your cats’ needs.,##STEP##Don't buy scented litter.,##STEP##Stick to one type of litter.,##STEP##Provide a sufficient number of litter boxes.,##STEP##Pick the right type of box.,##STEP##Place litter-boxes in the best places."
1662,How to Keep Cats Out of a Garden1,"##STEP##Create an obstacle course out of plastic forks or wooden chopsticks.If cats do not have enough room to move around, scratch, and dig, they will seek another area for a litter box.,##STEP##Embed chicken wire in the soil.Lay standard chicken wire (available from hardware stores) down before your plants poke through the soil.,##STEP##Lay lattice fencing over the ground.,##STEP##Cover the soil with uncomfortable material.,##STEP##Cover exposed ground with ""scat mats."",##STEP##Create a barrier fence.Cats are persistent, and able to squeeze into many places.,##STEP##Use a low-voltage wire.An electric fence surrounding your garden can effectively keep cats out of it."
1663,How to Make Your Cat Do Funny Things With Catnip1,"##STEP##Get a paper towel or napkin, fold it in half, and tie it with a piece of yarn or string.,Put double sided tape on the bottom side of the napkin/paper towel##STEP####STEP##,Sprinkle catnip onto the tape##STEP####STEP##,Get your cats attention and show them the catnip##STEP####STEP##,##STEP##Have fun watching your cat go crazy after the catnip!##STEP####STEP##"
1664,How to Teach Your Cat to Give a Handshake,"##STEP##Obtain a clicker.,##STEP##Find a treat your cat enjoys.,##STEP##Pick a training time.,##STEP##Train with the clicker.,##STEP##Repeat the session.,##STEP##Choose a time and place to train your cat.,##STEP##Click and reward.,##STEP##Take your cat's paw.,##STEP##Click, command, and treat.,##STEP##Release the paw and pet the cat.,##STEP##Repeat the process.,##STEP##Wait, then repeat.,##STEP##Command before the click.,##STEP##Reduce the treats over time."
1665,How to Get a Cat to Roll Over,"##STEP##Hold a treat in front of your cat’s nose.,##STEP##Lift the treat up over her head.,##STEP##Reward your cat when she sits.,##STEP##Replace the treat with a verbal cue or hand signal.,##STEP##Kneel in front of your cat.,##STEP##Direct your cat to swivel her head.,##STEP##Move the treat towards the floor.,##STEP##Reward your cat when she rolls over to one side.,##STEP##Entice your cat to come back up.,##STEP##Practice daily."
1666,How to Keep Cats out of Rooms1,"##STEP##Shut the door to the room you want to keep your cat out of.,##STEP##Make a habit of coming in and exiting doors quickly.,##STEP##Create an alternative barrier if the room has no door.,##STEP##Keep your cat in an outdoor cattery.,##STEP##Ignore the cat if it is scratching at the door and you are in the room.,##STEP##Place a deterrent at the door."
1667,How to Keep Cats Out of a Garden2,"##STEP##Plant potent-smelling plants.,##STEP##Use dried herbs or scented oils.,##STEP##Scatter citrus peels around the garden.Most cats hate the smell of citrus.,##STEP##Try coffee grounds or pipe tobacco.Much like citrus, the smells of coffee and tobacco are disgusting to most cats.,##STEP##Spray a commercial repellent containing predator urine.Cat deterrent sprays are available at many garden supply stores.,##STEP##Spread batches of your own hair around the garden.In theory, many feral cats do not favor the scent of human hair.,##STEP##Wash any cat scents away."
1668,How to Keep Cats Out of a Garden3,"##STEP##Spray cats with a hose.If you are watchful, you may be able to simply spray cats with a water hose whenever they are trying to use your garden.,##STEP##Use a motion-activated sprinkler.Motion-activated sprinklers are available from home supply stores.,##STEP##Use an ultrasonic device to deter cats.,##STEP##Get a dog."
1669,How to Keep Cats Out of a Garden4,"##STEP##Make a cat sandbox.,##STEP##Attract cats to a cat garden.,##STEP##Move your bird feeder."
1670,How to Make Your Cat Do Funny Things With Catnip2,"##STEP##Get a paper bag.##STEP####STEP##,##STEP##Put catnip in it.##STEP####STEP##,##STEP##Show your cat the catnip.##STEP####STEP##,##STEP##Tie the bag with yarn or string.##STEP####STEP##,##STEP##Tie it to a doorknob.##STEP####STEP##,##STEP##Watch it attack the bag!"
1671,How to Make Your Cat Do Funny Things With Catnip3,"##STEP##Put some catnip in your hands.##STEP####STEP##,##STEP##Make sure your cat knows that you have it.##STEP####STEP##,##STEP##Put it on your cats head, back, tail, chest and stomach!##STEP####STEP##"
1672,How to Make Your Cat Do Funny Things With Catnip4,"##STEP##Put catnip in a sock.##STEP####STEP##,##STEP##Tie the sock shut.##STEP####STEP##,##STEP##Throw the sock at your cat.##STEP####STEP##"
1673,How to Keep Cats out of Rooms2,"##STEP##Make the room physically uncomfortable for the cat.,##STEP##Spray the cat with water from a spray bottle.,##STEP##In addition, there are commercial electronic cat detergents that will spray a cat with a burst of air when it approaches the room.You simply place the device in the doorway to the room and let it deter your cat from the area.##STEP####STEP##,##STEP##Place smells in the room that your cat doesn't like.,##STEP##Redirect your cat's attention.,##STEP##Use positive training."
1674,How to Keep Cat Litter from Tracking,"##STEP##Get the biggest litter box you can find.,##STEP##Look for a litter box with a tracker trap.,##STEP##Place your cat’s litter box inside of another litter box.,##STEP##Try a covered litter box.,##STEP##Find a top entry litter box.,##STEP##Place a scatter mat under your cat’s litter box.,##STEP##Switch to a different type of litter.,##STEP##Fill the litter box with only one to two inches of litter.,##STEP##Vacuum or sweep around your cat’s litter box daily.,##STEP##Consider toilet training your cat."
1675,How to Keep a Cat out of a Crib1,"##STEP##Train your cat right away.,##STEP##Say ""no"" and remove your cat from the crib.,##STEP##Be consistent with your response.,##STEP##Spray your cat."
1676,How to Keep a Cat out of a Crib2,"##STEP##Create a noise trap in the crib.,##STEP##Lay double-sided tape in the crib.,##STEP##Keep furniture away from the crib.,##STEP##Close the door to your baby's room."
1677,How to Keep a Cat out of a Crib3,"##STEP##Create a comfortable space for your cat.,##STEP##Clicker train your cat.,##STEP##Distract your cat with new toys.,##STEP##Keep your cat in another room."
1678,How to Keep a Cat Indoors1,"##STEP##Close all doors and windows.,##STEP##Limit access to exits.,##STEP##Install an electronic pet door.,##STEP##Use a pet proofing spray.,##STEP##Train your cat to stay indoors with a pet proofing barrier."
1679,How to Keep a Cat Indoors2,"##STEP##Give your cat plenty of toys to play with.,##STEP##Make sure your cat can see out a window.,##STEP##Give your cat a space of its own.,##STEP##Provide a screened porch for your cat.,##STEP##Set up a cat tree.,##STEP##Position your litter box in a quiet, low-traffic area.,##STEP##Clean your litter box regularly."
1680,How to Keep a Cat Indoors3,"##STEP##Spay or neuter your cat.,##STEP##Train your cat to sit and stay away from exits.,##STEP##Walk your cat."
1681,How to Earn the Trust of a Feral Kitten,"##STEP##Feed the kitten and its mother.,##STEP##Set up a cage trap.,##STEP##Move the food to the cage trap.,##STEP##Trap your kitten.,##STEP##Cover the cage and move your kitten.,##STEP##Avoid chasing or grabbing the kitten.,##STEP##Be patient.,##STEP##Take the kitten to your vet.,##STEP##Give your kitten prescribed medication.,##STEP##Ask about spaying and neutering.,##STEP##Create a cozy and quiet spot.,##STEP##Feed your kitten.,##STEP##Stroke your kitten.,##STEP##Talk to your kitten.,##STEP##Play with your kitten.,##STEP##Avoid scolding your kitten."
1682,How to Keep a Cat from Running out the Door1,"##STEP##Use an alternate entrance and exit.,##STEP##Don’t give your cat any attention at the door.If your cat thinks that being near the door is a place where you will pet or play with it, your cat will gravitate toward the door.,##STEP##Try a pet-proofing barrier or spray.A pet barrier is a small device which emits a loud beeping sound when your cat approaches the door.,##STEP##Lock your cat door.If your cat is going in and out as it pleases because you have a cat door, utilize a lock or a sliding latch to prevent it from darting outside.,##STEP##Teach your cat to sit.Choose a comfortable place for your cat to sit.,##STEP##Annoy your cat.,##STEP##Spay or neuter your pet.If your cat is not spayed or neutered, it will have the urge to wander about looking for potential mates more than a cat who is."
1683,How to Hug a Cat,"##STEP##Get to know your cat's temperament.,##STEP##Learn about cat body language.,##STEP##See how your cat responds to being picked up.,##STEP##Wash your hands.,##STEP##Allow your cat to come to you.,##STEP##Pet your cat first.,##STEP##Hug your cat.,##STEP##Brush your cat.,##STEP##Pet your cat.,##STEP##Play with your cat."
